Property_ID,Has_Gym,Has_Swimming_Pool,Has_Security,Has_Parking,Has_Power_Backup
PROP_0818,0,0,0,0,0
PROP_0819,0,0,0,0,0
PROP_0820,1,1,0,1,1
PROP_0821,1,1,0,0,1
PROP_0822,1,1,1,0,1
PROP_0823,0,0,0,1,0
PROP_0824,1,1,0,0,0
PROP_0825,1,1,1,0,0
PROP_0826,0,1,1,0,1
PROP_0827,1,0,1,0,0
PROP_0828,1,0,1,1,0
PROP_0829,0,1,0,1,0
PROP_0830,0,1,1,0,1
PROP_0831,1,1,1,1,0
PROP_0832,0,0,0,0,1
PROP_0833,1,1,0,0,0
PROP_0834,0,1,1,0,1
PROP_0835,1,0,0,0,1
PROP_0836,0,0,1,1,0
PROP_0837,0,0,1,0,1
PROP_0838,0,1,1,1,1
PROP_0839,0,0,0,1,1
PROP_0840,0,1,0,0,1
PROP_0841,1,0,1,0,1
PROP_0842,0,0,1,1,1
PROP_0843,0,1,0,1,1
PROP_0844,0,0,0,1,1
PROP_0845,1,1,0,1,1
PROP_0846,1,0,0,0,0
PROP_0847,1,0,1,0,0
PROP_0848,0,1,1,1,1
PROP_0849,1,0,0,0,0
PROP_0850,0,0,1,0,1
PROP_0851,1,0,0,1,0
PROP_0852,1,1,0,0,1
PROP_0853,0,0,1,1,1
PROP_0854,0,1,1,1,0
PROP_0855,0,1,0,1,1
PROP_0856,0,0,0,0,1
PROP_0857,0,1,0,1,1
PROP_0858,0,0,0,0,0
PROP_0859,0,1,0,0,0
PROP_0860,0,0,0,0,0
PROP_0861,0,1,0,1,1
PROP_0862,1,0,1,0,1
PROP_0863,0,1,1,0,0
PROP_0864,1,0,0,0,0
PROP_0865,1,1,1,1,0
PROP_0866,0,1,1,0,0
PROP_0867,0,0,1,0,0
PROP_0868,1,1,1,1,1
PROP_0869,1,0,0,0,0
PROP_0870,1,0,1,0,1
PROP_0871,1,1,1,1,0
PROP_0872,0,1,0,0,1
PROP_0873,0,0,0,0,1
PROP_0874,0,0,0,1,0
PROP_0875,1,0,0,0,1
PROP_0876,0,0,0,0,1
PROP_0877,0,0,0,1,1
PROP_0878,1,0,1,1,0
PROP_0879,0,1,0,1,1
PROP_0880,1,0,0,0,0
PROP_0881,1,0,1,1,0
PROP_0882,1,0,1,1,1
PROP_0883,1,1,1,0,0
PROP_0884,1,0,1,0,1
PROP_0885,0,0,1,1,0
PROP_0886,0,1,0,0,0
PROP_0887,1,1,0,0,0
PROP_0888,0,0,1,0,0
PROP_0889,1,0,1,1,0
PROP_0890,0,0,0,1,0
PROP_0891,1,0,0,0,1
PROP_0892,1,1,1,0,0
PROP_0893,1,0,1,1,0
PROP_0894,0,0,1,1,0
PROP_0895,0,0,0,0,1
PROP_0896,1,1,0,1,1
PROP_0897,1,1,1,0,1
PROP_0898,0,1,1,0,1
PROP_0899,0,0,1,0,0
PROP_0900,1,1,0,1,0
PROP_0901,0,1,1,1,0
PROP_0902,1,0,1,0,1
PROP_0903,0,0,1,0,1
PROP_0904,1,1,0,1,1
PROP_0905,1,1,0,0,1
PROP_0906,1,0,1,0,0
PROP_0907,0,1,1,0,1
PROP_0908,0,1,0,1,0
PROP_0909,0,0,0,1,0
PROP_0910,0,0,1,0,1
PROP_0911,0,0,1,1,0
PROP_0912,0,0,0,1,1
PROP_0913,0,1,1,0,0
PROP_0914,0,0,0,0,0
PROP_0915,1,1,1,1,0
PROP_0916,0,1,1,1,1
PROP_0917,1,1,0,0,1
PROP_0918,0,0,1,0,0
PROP_0919,0,1,1,0,0
PROP_0920,0,1,1,0,0
PROP_0921,1,0,0,1,1
PROP_0922,0,1,0,1,1
PROP_0923,1,0,0,1,0
PROP_0924,0,0,1,0,1
PROP_0925,1,0,1,0,1
PROP_0926,0,1,1,1,1
PROP_0927,0,0,1,0,1
PROP_0928,0,1,1,0,0
PROP_0929,0,1,1,0,0
PROP_0930,0,1,1,1,0
PROP_0931,0,1,0,1,0
PROP_0932,0,0,1,0,1
PROP_0933,1,1,1,1,1
PROP_0934,0,0,1,0,0
PROP_0935,0,1,0,1,1
PROP_0936,0,0,0,1,1
PROP_0937,0,0,0,0,1
PROP_0938,0,1,0,0,0
PROP_0939,0,0,1,0,0
PROP_0940,1,1,0,1,1
PROP_0941,0,0,1,1,1
PROP_0942,1,0,1,1,0
PROP_0943,0,0,0,0,0
PROP_0944,0,0,1,0,1
PROP_0945,0,1,1,1,1
PROP_0946,1,1,1,1,0
PROP_0947,1,1,0,1,0
PROP_0948,0,0,1,0,1
PROP_0949,1,0,0,1,1
PROP_0950,1,1,0,1,1
PROP_0951,1,1,0,0,1
PROP_0952,1,1,1,1,0
PROP_0953,0,0,0,1,1
PROP_0954,1,0,1,0,1
PROP_0955,0,0,0,0,0
PROP_0956,1,0,0,0,0
PROP_0957,1,1,0,0,0
PROP_0958,1,1,0,0,0
PROP_0959,1,0,0,0,1
PROP_0960,0,1,1,1,1
PROP_0961,0,1,1,0,0
PROP_0962,1,1,0,1,1
PROP_0963,0,1,1,1,0
PROP_0964,0,1,1,0,1
PROP_0965,0,0,0,0,0
PROP_0966,1,1,0,0,1
PROP_0967,1,1,0,0,1
PROP_0968,0,0,0,1,1
PROP_0969,1,1,1,1,1
PROP_0970,1,0,1,0,1
PROP_0971,1,0,1,1,0
PROP_0972,0,0,1,1,1
PROP_0973,1,0,1,1,0
PROP_0974,0,0,1,0,0
PROP_0975,1,1,0,0,1
PROP_0976,0,1,1,1,0
PROP_0977,0,0,0,1,0
PROP_0978,1,1,1,0,0
PROP_0979,1,1,1,1,0
PROP_0980,1,1,0,0,1
PROP_0981,1,0,0,0,0
PROP_0982,1,1,0,1,1
PROP_0983,0,1,0,1,1
PROP_0984,0,0,0,1,0
PROP_0985,1,0,0,1,0
PROP_0986,0,0,0,1,1
PROP_0987,0,0,0,0,0
PROP_0988,0,0,1,0,1
PROP_0989,0,0,1,0,1
PROP_0990,0,1,1,1,0
PROP_0991,1,0,0,1,0
PROP_0992,0,1,1,0,0
PROP_0993,1,0,1,1,0
PROP_0994,1,0,0,0,0
PROP_0995,0,1,1,0,1
PROP_0996,1,0,1,1,1
PROP_0997,0,1,1,1,0
PROP_0998,1,1,1,0,1
PROP_0999,0,1,1,1,0
PROP_1000,0,1,0,1,1
PROP_1001,1,1,1,0,0
PROP_1002,0,0,1,0,1
PROP_1003,1,0,1,1,1
PROP_1004,1,0,1,1,0
PROP_1005,0,0,0,0,1
PROP_1006,1,0,0,1,0
PROP_1007,0,1,0,0,0
PROP_1008,0,0,0,0,0
PROP_1009,1,1,0,0,0
PROP_1010,1,1,0,1,1
PROP_1011,1,1,0,0,0
PROP_1012,1,1,0,1,1
PROP_1013,1,1,0,1,0
PROP_1014,1,1,1,0,0
PROP_1015,1,0,1,0,1
PROP_1016,1,1,0,1,1
PROP_1017,0,1,0,1,1
PROP_1018,1,0,1,0,0
PROP_1019,0,0,1,0,1
PROP_1020,0,1,1,1,1
PROP_1021,0,0,1,1,0
PROP_1022,0,1,1,1,0
PROP_1023,1,1,1,0,0
PROP_1024,0,0,1,0,0
PROP_1025,0,1,1,1,0
PROP_1026,1,0,0,1,1
PROP_1027,0,0,1,0,0
PROP_1028,0,0,1,0,1
PROP_1029,1,0,1,0,0
PROP_1030,0,0,0,1,0
PROP_1031,0,1,1,0,0
PROP_1032,0,0,0,0,1
PROP_1033,0,1,1,1,0
PROP_1034,0,1,0,0,1
PROP_1035,0,1,0,1,1
PROP_1036,1,1,1,1,1
PROP_1037,0,1,0,1,0
PROP_1038,1,0,1,1,1
PROP_1039,0,0,0,1,1
PROP_1040,0,0,1,0,0
PROP_1041,1,0,0,1,1
PROP_1042,1,1,1,0,0
PROP_1043,1,1,0,1,0
PROP_1044,0,1,0,1,1
PROP_1045,1,0,0,0,0
PROP_1046,1,1,1,1,0
PROP_1047,1,1,0,0,1
PROP_1048,1,1,0,0,0
PROP_1049,0,1,1,0,1
PROP_1050,0,0,0,0,0
PROP_1051,1,1,0,1,1
PROP_1052,1,1,0,1,0
PROP_1053,1,1,1,1,0
PROP_1054,0,1,0,1,1
PROP_1055,1,0,1,0,1
PROP_1056,0,0,1,0,0
PROP_1057,0,0,0,0,0
PROP_1058,1,0,1,1,1
PROP_1059,0,1,1,1,0
PROP_1060,0,0,1,0,0
PROP_1061,0,1,0,0,0
PROP_1062,1,0,1,0,0
PROP_1063,0,0,0,1,0
PROP_1064,1,1,1,0,0
PROP_1065,0,1,0,0,1
PROP_1066,1,0,0,0,1
PROP_1067,1,0,0,0,1
PROP_1068,1,0,1,0,0
PROP_1069,0,0,0,1,0
PROP_1070,1,0,1,1,0
PROP_1071,0,1,0,1,1
PROP_1072,1,0,1,1,0
PROP_1073,1,1,1,0,1
PROP_1074,0,1,1,0,1
PROP_1075,1,0,1,0,1
PROP_1076,1,0,0,1,1
PROP_1077,1,0,0,0,0
PROP_1078,0,1,1,1,1
PROP_1079,1,1,1,1,1
PROP_1080,1,0,1,0,0
PROP_1081,0,0,0,0,1
PROP_1082,1,0,1,1,0
PROP_1083,1,0,1,0,1
PROP_1084,1,1,0,0,1
PROP_1085,1,1,1,0,0
PROP_1086,1,1,0,1,0
PROP_1087,0,1,0,1,1
PROP_1088,0,0,1,1,1
PROP_1089,1,0,1,1,0
PROP_1090,1,0,1,1,0
PROP_1091,0,1,0,0,0
PROP_1092,0,1,1,1,1
PROP_1093,1,0,1,1,1
PROP_1094,0,0,1,0,0
PROP_1095,1,0,1,0,1
PROP_1096,0,0,1,1,1
PROP_1097,0,0,0,0,0
PROP_1098,1,1,0,0,0
PROP_1099,0,0,0,0,0
PROP_1100,1,1,0,1,1
PROP_1101,0,1,0,1,1
PROP_1102,1,0,1,0,1
PROP_1103,0,1,1,1,1
PROP_1104,1,0,1,0,1
PROP_1105,0,1,1,0,0
PROP_1106,1,0,0,1,0
PROP_1107,1,0,0,0,1
PROP_1108,0,1,0,0,0
PROP_1109,0,1,0,1,1
PROP_1110,1,1,1,0,1
PROP_1111,1,0,1,0,1
PROP_1112,0,0,0,0,0
PROP_1113,0,0,0,1,1
PROP_1114,1,0,1,0,0
PROP_1115,1,0,0,0,0
PROP_1116,1,1,1,1,0
PROP_1117,0,1,0,0,0
PROP_1118,1,0,1,1,0
PROP_1119,0,0,0,1,1
PROP_1120,0,0,1,0,0
PROP_1121,0,1,0,1,0
PROP_1122,0,1,1,0,0
PROP_1123,0,1,1,1,0
PROP_1124,0,1,1,1,0
PROP_1125,1,0,0,1,0
PROP_1126,0,0,1,1,1
PROP_1127,0,0,1,1,0
PROP_1128,0,1,0,0,0
PROP_1129,1,0,1,1,0
PROP_1130,1,0,1,0,1
PROP_1131,1,0,1,0,0
PROP_1132,1,0,1,1,0
PROP_1133,0,0,0,0,1
PROP_1134,1,0,0,1,0
PROP_1135,1,0,1,1,1
PROP_1136,1,0,0,0,1
PROP_1137,0,1,1,0,0
PROP_1138,1,1,1,1,0
PROP_1139,1,0,1,0,0
PROP_1140,1,1,1,1,1
PROP_1141,1,0,0,0,1
PROP_1142,0,1,0,1,0
PROP_1143,0,0,1,1,1
PROP_1144,1,0,1,1,1
PROP_1145,1,1,1,1,1
PROP_1146,0,0,1,1,1
PROP_1147,0,0,0,1,1
PROP_1148,1,1,1,1,1
PROP_1149,1,1,1,1,0
PROP_1150,1,0,1,1,0
PROP_1151,1,0,1,0,0
PROP_1152,1,1,0,0,1
PROP_1153,0,0,1,1,1
PROP_1154,0,1,1,1,1
PROP_1155,1,0,1,0,0
PROP_1156,1,1,0,0,0
PROP_1157,0,0,1,0,0
PROP_1158,0,1,1,0,1
PROP_1159,0,0,0,0,1
PROP_1160,1,1,0,1,0
PROP_1161,1,1,1,0,1
PROP_1162,0,0,1,0,1
PROP_1163,1,0,0,0,0
PROP_1164,0,1,1,0,0
PROP_1165,0,1,1,1,1
PROP_1166,1,0,1,0,1
PROP_1167,0,0,0,1,1
PROP_1168,1,0,1,0,1
PROP_1169,0,0,1,1,1
PROP_1170,0,1,0,1,0
PROP_1171,0,0,1,0,0
PROP_1172,1,0,1,0,1
PROP_1173,1,1,1,1,1
PROP_1174,1,0,1,1,0
PROP_1175,0,1,1,1,1
PROP_1176,1,1,0,1,1
PROP_1177,1,1,1,0,1
PROP_1178,0,1,1,1,0
PROP_1179,0,0,1,0,0
PROP_1180,0,0,1,0,1
PROP_1181,1,1,0,0,1
PROP_1182,0,1,0,0,1
PROP_1183,0,0,0,1,1
PROP_1184,0,1,1,0,1
PROP_1185,0,0,1,1,1
PROP_1186,0,1,0,0,1
PROP_1187,1,1,1,1,0
PROP_1188,1,0,1,1,1
PROP_1189,1,0,0,0,1
PROP_1190,1,0,1,0,0
PROP_1191,1,1,0,0,0
PROP_1192,0,0,0,1,1
PROP_1193,0,0,1,1,1
PROP_1194,0,0,1,1,0
PROP_1195,1,0,0,1,0
PROP_1196,0,1,0,1,0
PROP_1197,0,1,0,1,1
PROP_1198,1,1,0,1,0
PROP_1199,1,1,1,1,1
PROP_1200,0,0,0,0,1
PROP_1201,1,0,1,1,0
PROP_1202,0,0,0,1,0
PROP_1203,0,1,1,1,0
PROP_1204,1,0,1,0,0
PROP_1205,0,1,1,0,1
PROP_1206,1,1,1,0,1
PROP_1207,1,0,1,0,0
PROP_1208,0,1,0,0,0
PROP_1209,1,1,0,0,0
PROP_1210,0,1,1,1,1
PROP_1211,0,0,1,0,0
PROP_1212,1,1,0,1,0
PROP_1213,0,0,1,1,1
PROP_1214,0,1,1,0,1
PROP_1215,0,0,0,0,1
PROP_1216,0,0,0,0,1
PROP_1217,1,1,0,0,0
PROP_1218,0,1,0,1,1
PROP_1219,0,0,1,1,0
PROP_1220,0,0,0,0,0
PROP_1221,1,0,1,1,1
PROP_1222,0,1,0,1,1
PROP_1223,1,1,1,0,1
PROP_1224,0,0,1,1,1
PROP_1225,0,0,1,1,1
PROP_1226,1,0,1,0,0
PROP_1227,0,0,1,0,0
PROP_1228,1,0,0,0,1
PROP_1229,0,1,0,1,0
PROP_1230,1,0,0,0,1
PROP_1231,0,1,0,0,1
PROP_1232,0,0,0,1,0
PROP_1233,1,1,1,0,0
PROP_1234,1,0,1,1,0
PROP_1235,0,1,1,0,0
PROP_1236,1,1,1,0,0
PROP_1237,1,1,0,1,0
PROP_1238,1,1,0,1,1
PROP_1239,0,1,0,0,1
PROP_1240,1,0,0,1,0
PROP_1241,0,1,0,0,1
PROP_1242,1,0,1,1,0
PROP_1243,0,1,1,0,1
PROP_1244,0,0,0,0,1
PROP_1245,1,1,0,1,0
PROP_1246,1,1,1,1,0
PROP_1247,0,0,1,0,1
PROP_1248,0,0,0,1,1
PROP_1249,0,0,0,0,0
PROP_1250,0,0,1,0,0
PROP_1251,0,1,1,1,0
PROP_1252,1,1,1,0,0
PROP_1253,0,1,1,0,1
PROP_1254,0,0,0,1,0
PROP_1255,1,0,0,0,1
PROP_1256,0,1,1,1,0
PROP_1257,0,1,0,1,0
PROP_1258,0,1,1,0,0
PROP_1259,1,0,1,0,0
PROP_1260,1,1,0,0,1
PROP_1261,1,1,1,0,0
PROP_1262,1,1,1,1,1
PROP_1263,0,1,1,0,0
PROP_1264,0,1,1,1,0
PROP_1265,0,1,1,0,1
PROP_1266,0,1,1,0,1
PROP_1267,1,1,1,1,1
PROP_1268,0,1,1,0,1
PROP_1269,0,1,0,1,0
PROP_1270,0,0,1,0,0
PROP_1271,0,0,1,0,1
PROP_1272,0,0,1,1,0
PROP_1273,1,0,0,1,1
PROP_1274,1,0,0,0,1
PROP_1275,0,0,1,1,0
PROP_1276,1,0,1,1,0
PROP_1277,0,0,0,1,0
PROP_1278,0,1,1,1,0
PROP_1279,0,1,1,0,1
PROP_1280,1,1,1,1,1
PROP_1281,1,1,0,0,0
PROP_1282,0,1,1,0,1
PROP_1283,1,1,1,1,1
PROP_1284,0,1,1,0,1
PROP_1285,0,1,1,0,1
PROP_1286,1,0,0,1,1
PROP_1287,1,1,1,1,1
PROP_1288,0,1,1,1,1
PROP_1289,1,0,0,0,0
PROP_1290,0,0,1,0,0
PROP_1291,0,0,0,0,0
PROP_1292,1,1,1,0,1
PROP_1293,1,1,0,0,1
PROP_1294,0,0,0,1,1
PROP_1295,0,0,1,0,1
PROP_1296,1,1,0,0,0
PROP_1297,1,0,1,0,1
PROP_1298,0,1,0,0,1
PROP_1299,0,0,0,0,0
PROP_1300,1,0,1,1,0
PROP_1301,1,1,0,1,1
PROP_1302,0,0,0,1,0
PROP_1303,0,1,1,0,1
PROP_1304,0,1,0,1,1
PROP_1305,0,0,1,0,0
PROP_1306,1,0,1,0,0
PROP_1307,1,0,1,0,1
PROP_1308,1,0,0,0,0
PROP_1309,0,0,0,0,1
PROP_1310,0,1,0,0,1
PROP_1311,1,1,0,0,0
PROP_1312,0,0,0,1,1
PROP_1313,0,0,1,1,1
PROP_1314,1,1,1,1,1
PROP_1315,0,0,0,0,0
PROP_1316,1,1,0,1,0
PROP_1317,0,1,1,0,1
PROP_1318,1,0,0,0,0
PROP_1319,1,1,1,1,1
PROP_1320,0,0,1,1,0
PROP_1321,0,0,1,0,0
PROP_1322,0,1,1,1,0
PROP_1323,0,0,0,0,1
PROP_1324,1,0,0,1,0
PROP_1325,0,0,0,1,0
PROP_1326,1,1,1,0,0
PROP_1327,1,1,1,0,0
PROP_1328,1,1,0,0,1
PROP_1329,0,0,1,1,0
PROP_1330,0,1,0,1,1
PROP_1331,0,1,0,1,0
PROP_1332,0,1,1,0,1
PROP_1333,1,0,0,0,0
PROP_1334,0,0,0,0,1
PROP_1335,1,0,0,1,0
PROP_1336,1,1,0,1,1
PROP_1337,0,0,1,0,0
PROP_1338,1,1,1,0,0
PROP_1339,1,1,0,0,1
PROP_1340,1,1,1,1,1
PROP_1341,0,0,0,0,0
PROP_1342,1,0,1,1,1
PROP_1343,0,0,1,1,1
PROP_1344,0,1,1,1,1
PROP_1345,1,0,0,0,0
PROP_1346,0,1,1,1,1
PROP_1347,1,1,1,1,0
PROP_1348,0,0,0,1,0
PROP_1349,0,1,0,0,0
PROP_1350,1,0,0,0,0
PROP_1351,0,0,1,1,1
PROP_1352,1,1,1,1,1
PROP_1353,1,1,1,0,0
PROP_1354,1,0,0,0,1
PROP_1355,1,0,0,1,0
PROP_1356,0,0,1,0,0
PROP_1357,0,0,1,0,1
PROP_1358,1,0,0,0,0
PROP_1359,0,0,1,0,0
PROP_1360,1,1,1,1,1
PROP_1361,0,0,0,0,0
PROP_1362,1,1,1,0,1
PROP_1363,0,0,1,1,0
PROP_1364,0,0,0,0,0
PROP_1365,0,1,1,0,1
PROP_1366,1,1,0,0,0
PROP_1367,0,1,1,0,1
PROP_1368,0,1,1,0,0
PROP_1369,1,1,1,1,0
PROP_1370,1,1,1,1,1
PROP_1371,0,0,1,1,1
PROP_1372,1,1,1,1,0
PROP_1373,1,0,0,1,1
PROP_1374,1,0,0,1,0
PROP_1375,0,1,0,0,0
PROP_1376,1,1,1,1,0
PROP_1377,0,0,1,0,0
PROP_1378,0,1,1,1,1
PROP_1379,0,0,1,0,1
PROP_1380,1,1,1,0,0
PROP_1381,0,1,1,1,0
PROP_1382,0,0,1,0,1
PROP_1383,1,0,1,1,0
PROP_1384,0,1,0,0,0
PROP_1385,1,1,0,1,1
PROP_1386,0,1,1,0,1
PROP_1387,1,0,0,0,1
PROP_1388,0,1,1,1,0
PROP_1389,1,1,0,0,1
PROP_1390,1,1,1,0,1
PROP_1391,0,1,0,0,0
PROP_1392,1,0,1,1,0
PROP_1393,0,1,0,1,0
PROP_1394,1,1,0,1,0
PROP_1395,0,0,0,1,1
PROP_1396,0,1,0,0,0
PROP_1397,0,0,0,1,1
PROP_1398,0,1,1,1,0
PROP_1399,1,0,0,1,1
PROP_1400,0,0,1,1,0
PROP_1401,0,1,1,0,1
PROP_1402,1,0,1,0,1
PROP_1403,1,0,0,0,0
PROP_1404,0,0,0,1,0
PROP_1405,1,0,0,0,1
PROP_1406,0,1,1,1,1
PROP_1407,1,1,0,0,0
PROP_1408,1,1,1,1,0
PROP_1409,1,1,1,1,0
PROP_1410,0,1,1,0,0
PROP_1411,0,1,0,0,1
PROP_1412,1,0,1,1,1
PROP_1413,0,0,1,1,0
PROP_1414,1,1,0,1,0
PROP_1415,1,1,0,0,0
PROP_1416,1,0,1,0,1
PROP_1417,0,0,1,1,0
PROP_1418,1,0,0,1,0
PROP_1419,1,1,1,1,0
PROP_1420,1,1,0,1,1
PROP_1421,1,0,1,0,0
PROP_1422,0,1,1,0,1
PROP_1423,1,1,0,1,1
PROP_1424,0,0,0,0,1
PROP_1425,0,1,0,0,1
PROP_1426,1,0,0,1,0
PROP_1427,1,0,1,1,1
PROP_1428,1,0,0,0,1
PROP_1429,1,0,0,1,1
PROP_1430,1,1,1,0,1
PROP_1431,0,0,0,0,1
PROP_1432,1,1,0,0,1
PROP_1433,0,0,0,1,1
PROP_1434,0,0,0,0,0
PROP_1435,0,1,1,1,1
PROP_1436,0,0,1,1,1
PROP_1437,1,0,0,0,1
PROP_1438,1,1,1,1,1
PROP_1439,0,0,0,1,0
PROP_1440,1,1,1,1,0
PROP_1441,1,1,1,0,0
PROP_1442,1,1,0,0,1
PROP_1443,1,1,1,1,0
PROP_1444,1,1,1,1,0
PROP_1445,1,1,1,0,1
PROP_1446,1,0,1,0,0
PROP_1447,0,1,0,1,1
PROP_1448,0,1,1,1,0
PROP_1449,1,0,0,1,1
PROP_1450,1,0,0,0,0
PROP_1451,1,0,0,0,1
PROP_1452,1,1,1,1,0
PROP_1453,1,0,0,1,1
PROP_1454,1,0,0,1,1
PROP_1455,0,0,1,0,0
PROP_1456,0,1,1,0,1
PROP_1457,1,1,0,1,1
PROP_1458,0,1,1,1,0
PROP_1459,0,0,0,1,1
PROP_1460,0,1,1,1,1
PROP_1461,0,0,0,1,1
PROP_1462,0,0,0,0,1
PROP_1463,0,1,1,1,1
PROP_1464,1,0,0,0,1
PROP_1465,0,1,0,0,0
PROP_1466,1,0,0,0,1
PROP_1467,1,0,1,1,0
PROP_1468,0,1,1,1,1
PROP_1469,0,1,0,0,1
PROP_1470,0,0,0,1,0
PROP_1471,0,1,1,0,1
PROP_1472,1,1,1,0,1
PROP_1473,1,1,0,1,0
PROP_1474,0,0,1,1,0
PROP_1475,1,0,1,0,1
PROP_1476,0,1,0,1,0
PROP_1477,1,1,0,1,1
PROP_1478,0,0,1,0,1
PROP_1479,1,0,1,1,0
PROP_1480,1,0,0,0,1
PROP_1481,0,0,1,0,1
PROP_1482,1,1,1,0,0
PROP_1483,0,0,1,0,1
PROP_1484,1,0,0,1,1
PROP_1485,0,1,0,1,1
PROP_1486,1,1,1,1,1
PROP_1487,0,1,0,0,0
PROP_1488,0,0,1,1,0
PROP_1489,0,0,1,0,0
PROP_1490,0,0,1,0,1
PROP_1491,1,1,1,1,0
PROP_1492,0,0,0,1,1
PROP_1493,1,1,0,1,0
PROP_1494,0,1,1,1,1
PROP_1495,0,1,0,1,1
PROP_1496,0,1,0,0,1
PROP_1497,1,1,0,0,0
PROP_1498,0,0,0,1,1
PROP_1499,0,0,1,0,1
PROP_1500,1,1,0,0,1
PROP_1501,0,0,0,0,0
PROP_1502,1,1,1,0,0
PROP_1503,1,0,1,0,0
PROP_1504,1,0,1,1,1
PROP_1505,1,1,0,1,1
PROP_1506,1,0,0,1,0
PROP_1507,0,1,1,0,1
PROP_1508,1,0,0,0,0
PROP_1509,0,1,0,0,1
PROP_1510,0,1,0,1,1
PROP_1511,0,0,0,0,0
PROP_1512,0,1,1,1,0
PROP_1513,1,1,1,0,0
PROP_1514,1,0,1,0,0
PROP_1515,0,1,0,0,1
PROP_1516,1,0,1,0,1
PROP_1517,0,0,1,1,1
PROP_1518,1,1,0,1,0
PROP_1519,0,0,0,1,0
PROP_1520,0,1,1,0,1
PROP_1521,1,1,0,1,1
PROP_1522,1,0,1,0,1
PROP_1523,0,0,1,0,1
PROP_1524,0,1,0,0,1
PROP_1525,0,0,1,0,1
PROP_1526,1,1,0,0,1
PROP_1527,1,0,0,0,0
PROP_1528,1,1,0,1,0
PROP_1529,0,0,1,1,0
PROP_1530,1,0,0,1,0
PROP_1531,1,1,0,0,0
PROP_1532,1,0,1,1,0
PROP_1533,0,0,0,1,0
PROP_1534,0,1,1,0,0
PROP_1535,1,1,0,0,0
PROP_1536,0,1,0,1,1
PROP_1537,1,0,1,0,0
PROP_1538,1,0,0,0,1
PROP_1539,0,1,0,1,0
PROP_1540,1,0,1,1,0
PROP_1541,1,0,1,1,0
PROP_1542,0,0,1,1,1
PROP_1543,1,1,1,0,0
PROP_1544,0,0,1,0,0
PROP_1545,1,0,1,0,1
PROP_1546,0,1,1,1,0
PROP_1547,0,1,0,0,1
PROP_1548,1,1,0,1,0
PROP_1549,1,0,0,0,0
PROP_1550,0,1,1,0,1
PROP_1551,0,1,1,1,0
PROP_1552,0,1,0,1,1
PROP_1553,0,1,0,0,1
PROP_1554,1,0,1,1,1
PROP_1555,1,1,1,0,0
PROP_1556,0,0,1,0,0
PROP_1557,1,1,0,1,0
PROP_1558,0,0,0,1,1
PROP_1559,0,0,0,0,1
PROP_1560,0,1,1,0,0
PROP_1561,0,0,1,1,0
PROP_1562,0,1,1,1,0
PROP_1563,0,0,0,1,0
PROP_1564,1,0,0,0,0
PROP_1565,0,1,1,1,0
PROP_1566,1,1,0,0,1
PROP_1567,1,0,1,0,0
PROP_1568,0,0,1,1,1
PROP_1569,0,0,0,0,0
PROP_1570,1,0,0,1,0
PROP_1571,1,0,0,1,0
PROP_1572,1,0,0,1,0
PROP_1573,0,0,0,0,0
PROP_1574,0,1,0,1,1
PROP_1575,1,1,0,1,0
PROP_1576,1,0,1,0,0
PROP_1577,1,0,0,0,0
PROP_1578,1,0,0,0,0
PROP_1579,1,1,1,1,1
PROP_1580,1,1,0,1,0
PROP_1581,1,1,1,1,1
PROP_1582,0,1,0,0,1
PROP_1583,1,0,0,0,1
PROP_1584,0,1,0,0,1
PROP_1585,1,1,0,1,0
PROP_1586,0,1,1,0,0
PROP_1587,1,1,0,1,0
PROP_1588,0,1,0,0,0
PROP_1589,0,0,1,0,0
PROP_1590,1,1,0,0,0
PROP_1591,1,0,0,0,0
PROP_1592,1,1,1,1,0
PROP_1593,1,0,1,1,0
PROP_1594,0,1,0,0,0
PROP_1595,0,0,1,0,1
PROP_1596,0,1,0,1,0
PROP_1597,0,0,1,1,1
PROP_1598,1,1,0,1,1
PROP_1599,0,1,0,1,0
PROP_1600,0,1,0,1,0
PROP_1601,0,1,1,0,0
PROP_1602,0,0,0,1,1
PROP_1603,1,1,1,0,0
PROP_1604,0,0,0,0,1
PROP_1605,1,0,0,0,1
PROP_1606,0,0,0,0,0
PROP_1607,1,1,1,1,1
PROP_1608,0,0,1,0,0
PROP_1609,0,1,0,1,0
PROP_1610,1,0,0,0,0
PROP_1611,0,0,1,1,0
PROP_1612,1,1,1,1,0
PROP_1613,0,0,0,1,0
PROP_1614,1,0,1,1,1
PROP_1615,1,0,0,0,0
PROP_1616,0,1,0,1,1
PROP_1617,0,1,0,0,1
PROP_1618,0,0,0,1,0
PROP_1619,0,0,0,1,1
PROP_1620,1,0,1,1,0
PROP_1621,0,1,0,0,1
PROP_1622,0,1,0,0,1
PROP_1623,1,1,0,1,0
PROP_1624,1,0,1,1,0
PROP_1625,0,0,1,1,1
PROP_1626,1,0,0,0,1
PROP_1627,0,0,1,0,1
PROP_1628,0,0,0,1,1
PROP_1629,1,1,0,1,0
PROP_1630,1,1,0,0,1
PROP_1631,1,0,1,0,0
PROP_1632,0,1,0,1,1
PROP_1633,1,0,0,1,1
PROP_1634,1,0,1,1,1
PROP_1635,1,1,0,1,1
PROP_1636,0,0,0,0,0
PROP_1637,0,1,1,1,1
