Property_ID,City,Property_Type,BHK,Built_up_Area_SqFt,Price_INR,Furnishing_Status,Transaction_Type,Construction_Status,Listing_Date,Agent_ID
PROP_0542,Mumbai,Apartment,5,3622,31581077,Semi-Furnished,Resale,Under Construction,2023-11-02,AGT_001
PROP_0543,Gurgaon,Apartment,3,4301,36014317,Furnished,Resale,Under Construction,2023-07-03,AGT_004
PROP_0544,Lucknow,Apartment,1,4994,18344204,Furnished,New Property,Under Construction,2023-06-04,AGT_010
PROP_0545,Mumbai,Penthouse,1,4133,33767214,Unfurnished,New Property,Ready to Move,2023-11-03,AGT_020
PROP_0546,Bangalore,Apartment,4,628,7512033,Furnished,Resale,Under Construction,2023-06-01,AGT_023
PROP_0547,Mumbai,Apartment,1,881,7995772,Furnished,Resale,Under Construction,2023-11-14,AGT_002
PROP_0548,Delhi,Villa,5,779,9098809,Furnished,Resale,Ready to Move,2024-02-09,AGT_016
PROP_0549,Chandigarh,Apartment,1,2605,9993359,Semi-Furnished,New Property,Ready to Move,2023-10-05,AGT_009
PROP_0550,Delhi,Penthouse,4,3056,26988862,Unfurnished,New Property,Ready to Move,2023-03-20,AGT_012
PROP_0551,Chandigarh,Independent House,1,3075,11369457,Unfurnished,Resale,Under Construction,2023-11-29,AGT_014
PROP_0552,Bangalore,Apartment,2,1828,15736819,Furnished,Resale,Under Construction,2023-04-02,AGT_004
PROP_0553,Delhi,Independent House,5,4476,38642527,Unfurnished,New Property,Under Construction,2023-01-31,AGT_001
PROP_0554,Ambala,Villa,3,2505,10213616,Unfurnished,Resale,Ready to Move,2023-12-28,AGT_003
PROP_0555,Lucknow,Penthouse,4,693,4345879,Semi-Furnished,Resale,Ready to Move,2023-05-08,AGT_008
PROP_0556,Mumbai,Penthouse,4,3236,27779494,Unfurnished,New Property,Ready to Move,2023-08-10,AGT_014
PROP_0557,Ambala,Independent House,3,2397,10670653,Unfurnished,Resale,Ready to Move,2024-02-01,AGT_024
PROP_0558,Bangalore,Villa,5,1233,12994034,Furnished,Resale,Under Construction,2023-10-15,AGT_008
PROP_0559,Ambala,Apartment,3,1298,6833572,Unfurnished,Resale,Under Construction,2023-12-29,AGT_021
PROP_0560,Ambala,Villa,2,3845,14409694,Furnished,New Property,Ready to Move,2023-01-01,AGT_007
PROP_0561,Lucknow,Penthouse,4,1573,8002122,Furnished,Resale,Under Construction,2023-08-06,AGT_013
PROP_0562,Mumbai,Villa,4,2280,20561734,Semi-Furnished,Resale,Under Construction,2023-01-05,AGT_005
PROP_0563,Jaipur,Villa,2,1306,6496621,Furnished,New Property,Ready to Move,2023-10-11,AGT_017
PROP_0564,Jaipur,Apartment,5,597,4468040,Semi-Furnished,New Property,Ready to Move,2023-02-24,AGT_021
PROP_0565,Bangalore,Independent House,3,2025,17677418,Unfurnished,Resale,Ready to Move,2023-08-24,AGT_008
PROP_0566,Chandigarh,Independent House,3,4431,17705390,Unfurnished,Resale,Ready to Move,2023-07-30,AGT_008
PROP_0567,Ambala,Independent House,2,1872,8293611,Furnished,New Property,Ready to Move,2023-10-02,AGT_014
PROP_0568,Bangalore,Villa,4,3346,28590305,Furnished,Resale,Under Construction,2023-08-22,AGT_005
PROP_0569,Jaipur,Independent House,3,865,5407842,Semi-Furnished,Resale,Ready to Move,2023-01-22,AGT_012
PROP_0570,Noida,Penthouse,2,1757,15918072,Semi-Furnished,Resale,Ready to Move,2023-05-05,AGT_023
PROP_0571,Chandigarh,Villa,3,3759,14937847,Semi-Furnished,Resale,Under Construction,2024-01-18,AGT_013
PROP_0572,Ambala,Villa,3,2385,10726159,Unfurnished,New Property,Under Construction,2023-05-26,AGT_014
PROP_0573,Bangalore,Villa,3,4794,40520974,Furnished,New Property,Ready to Move,2023-12-13,AGT_020
PROP_0574,Jaipur,Penthouse,5,456,4967480,Semi-Furnished,Resale,Under Construction,2023-12-12,AGT_025
PROP_0575,Ambala,Independent House,3,592,4194257,Semi-Furnished,New Property,Ready to Move,2023-02-08,AGT_012
PROP_0576,Lucknow,Villa,3,2979,12538559,Furnished,Resale,Under Construction,2023-07-14,AGT_017
PROP_0577,Ambala,Apartment,2,3995,15353550,Semi-Furnished,Resale,Ready to Move,2024-02-14,AGT_016
PROP_0578,Lucknow,Independent House,1,2710,10099512,Unfurnished,New Property,Under Construction,2023-05-28,AGT_006
PROP_0579,Bangalore,Independent House,2,4682,38262733,Semi-Furnished,New Property,Under Construction,2023-01-11,AGT_017
PROP_0580,Gurgaon,Villa,3,3674,30923282,Furnished,New Property,Under Construction,2024-02-19,AGT_008
PROP_0581,Delhi,Penthouse,4,606,7643348,Semi-Furnished,New Property,Ready to Move,2023-02-10,AGT_017
PROP_0582,Chandigarh,Apartment,5,2133,9845158,Unfurnished,Resale,Ready to Move,2023-10-16,AGT_001
PROP_0583,Jaipur,Apartment,4,1551,8033924,Furnished,Resale,Ready to Move,2024-01-31,AGT_007
PROP_0584,Delhi,Villa,3,568,6519204,Unfurnished,Resale,Ready to Move,2023-01-02,AGT_025
PROP_0585,Bangalore,Apartment,2,4957,40989511,Furnished,New Property,Ready to Move,2023-06-30,AGT_012
PROP_0586,Ambala,Villa,4,1893,9169221,Semi-Furnished,Resale,Under Construction,2023-10-16,AGT_025
PROP_0587,Lucknow,Villa,2,3295,12801526,Semi-Furnished,Resale,Ready to Move,2023-12-29,AGT_014
PROP_0588,Ambala,Independent House,3,966,4846408,Unfurnished,Resale,Ready to Move,2023-12-18,AGT_015
PROP_0589,Ambala,Independent House,4,3440,14809705,Semi-Furnished,Resale,Ready to Move,2023-07-05,AGT_021
PROP_0590,Noida,Independent House,1,2493,20437221,Semi-Furnished,Resale,Under Construction,2023-11-08,AGT_019
PROP_0591,Mumbai,Penthouse,4,996,10782693,Semi-Furnished,New Property,Under Construction,2023-02-25,AGT_017
PROP_0592,Delhi,Villa,1,2033,17762982,Furnished,New Property,Ready to Move,2023-05-06,AGT_025
PROP_0593,Noida,Villa,3,520,6533357,Semi-Furnished,New Property,Under Construction,2023-08-05,AGT_003
PROP_0594,Noida,Apartment,1,2084,17227823,Furnished,New Property,Ready to Move,2023-04-05,AGT_005
PROP_0595,Noida,Villa,5,946,10731880,Furnished,Resale,Ready to Move,2023-05-22,AGT_022
PROP_0596,Ambala,Penthouse,2,4589,17338741,Semi-Furnished,Resale,Under Construction,2023-04-29,AGT_003
PROP_0597,Delhi,Penthouse,1,950,9059921,Semi-Furnished,New Property,Ready to Move,2023-08-28,AGT_024
PROP_0598,Gurgaon,Penthouse,4,2660,23884923,Furnished,New Property,Ready to Move,2023-11-08,AGT_005
PROP_0599,Chandigarh,Villa,1,1070,4110018,Furnished,New Property,Ready to Move,2023-04-26,AGT_004
PROP_0600,Mumbai,Apartment,5,4569,39871783,Furnished,New Property,Under Construction,2023-04-03,AGT_022
PROP_0601,Hyderabad,Penthouse,4,2468,21764042,Unfurnished,New Property,Ready to Move,2023-01-25,AGT_005
PROP_0602,Lucknow,Independent House,2,3853,15129051,Unfurnished,New Property,Ready to Move,2023-07-11,AGT_006
PROP_0603,Lucknow,Independent House,4,2329,10398616,Furnished,Resale,Under Construction,2023-06-14,AGT_016
PROP_0604,Delhi,Apartment,2,2962,25665387,Furnished,New Property,Ready to Move,2023-11-11,AGT_019
PROP_0605,Bangalore,Apartment,1,1898,15776833,Unfurnished,Resale,Ready to Move,2024-01-13,AGT_009
PROP_0606,Bangalore,Independent House,4,3863,33517665,Semi-Furnished,New Property,Under Construction,2023-02-01,AGT_010
PROP_0607,Gurgaon,Penthouse,2,2567,22387698,Furnished,New Property,Ready to Move,2023-01-31,AGT_002
PROP_0608,Jaipur,Villa,2,1843,7757815,Furnished,New Property,Ready to Move,2023-09-08,AGT_017
PROP_0609,Ambala,Villa,3,3649,14705358,Furnished,Resale,Ready to Move,2023-09-18,AGT_021
PROP_0610,Bangalore,Apartment,1,1791,15156930,Furnished,New Property,Ready to Move,2024-01-05,AGT_009
PROP_0611,Noida,Apartment,3,3912,33526166,Furnished,Resale,Ready to Move,2023-10-07,AGT_024
PROP_0612,Noida,Penthouse,1,3320,27984699,Furnished,New Property,Under Construction,2023-09-18,AGT_022
PROP_0613,Chandigarh,Penthouse,3,4433,17916926,Unfurnished,Resale,Ready to Move,2023-12-28,AGT_023
PROP_0614,Delhi,Villa,1,2034,17074597,Unfurnished,Resale,Ready to Move,2023-09-05,AGT_015
PROP_0615,Mumbai,Apartment,1,2262,19088773,Unfurnished,Resale,Ready to Move,2023-07-03,AGT_021
PROP_0616,Lucknow,Penthouse,5,4833,19725061,Semi-Furnished,Resale,Under Construction,2023-12-23,AGT_019
PROP_0617,Chandigarh,Penthouse,3,1760,7484407,Unfurnished,Resale,Ready to Move,2024-01-21,AGT_007
PROP_0618,Gurgaon,Apartment,3,465,5727085,Furnished,New Property,Under Construction,2023-04-14,AGT_023
PROP_0619,Mumbai,Apartment,2,1317,12110007,Unfurnished,New Property,Under Construction,2023-04-04,AGT_015
PROP_0620,Ambala,Apartment,5,410,4381053,Furnished,New Property,Under Construction,2023-08-04,AGT_012
PROP_0621,Bangalore,Villa,5,4020,34563203,Furnished,New Property,Ready to Move,2023-09-05,AGT_010
PROP_0622,Chandigarh,Apartment,3,2037,8837396,Unfurnished,Resale,Ready to Move,2023-05-02,AGT_024
PROP_0623,Ambala,Villa,5,4099,16966175,Semi-Furnished,Resale,Ready to Move,2023-03-27,AGT_025
PROP_0624,Delhi,Penthouse,1,3307,26803012,Unfurnished,New Property,Under Construction,2023-06-14,AGT_005
PROP_0625,Ambala,Penthouse,2,4572,17956941,Furnished,Resale,Ready to Move,2023-05-05,AGT_004
PROP_0626,Ambala,Villa,5,3595,15668575,Semi-Furnished,New Property,Ready to Move,2023-03-19,AGT_007
PROP_0627,Jaipur,Independent House,1,1806,6999989,Semi-Furnished,New Property,Ready to Move,2023-06-21,AGT_007
PROP_0628,Bangalore,Penthouse,2,1081,9662110,Semi-Furnished,New Property,Ready to Move,2023-12-07,AGT_012
PROP_0629,Ambala,Apartment,4,2126,10213948,Unfurnished,New Property,Under Construction,2023-05-20,AGT_005
PROP_0630,Delhi,Penthouse,5,2687,24474822,Unfurnished,New Property,Ready to Move,2023-01-25,AGT_005
PROP_0631,Noida,Apartment,5,710,8525078,Furnished,New Property,Under Construction,2023-11-25,AGT_025
PROP_0632,Lucknow,Apartment,3,2343,10293602,Furnished,New Property,Ready to Move,2024-01-26,AGT_012
PROP_0633,Ambala,Independent House,1,2731,10994393,Unfurnished,New Property,Ready to Move,2023-08-09,AGT_001
PROP_0634,Hyderabad,Villa,4,4115,35787452,Unfurnished,Resale,Under Construction,2023-10-16,AGT_020
PROP_0635,Mumbai,Independent House,4,2418,21288621,Semi-Furnished,Resale,Under Construction,2023-07-29,AGT_013
PROP_0636,Mumbai,Villa,2,669,6891371,Semi-Furnished,New Property,Ready to Move,2023-04-22,AGT_002
PROP_0637,Mumbai,Villa,4,4152,35930624,Furnished,New Property,Ready to Move,2023-05-05,AGT_003
PROP_0638,Hyderabad,Apartment,5,4105,36168713,Furnished,New Property,Ready to Move,2023-11-10,AGT_011
PROP_0639,Hyderabad,Independent House,1,4181,34047703,Furnished,Resale,Under Construction,2023-11-29,AGT_015
PROP_0640,Noida,Independent House,4,2136,19035905,Unfurnished,Resale,Under Construction,2024-01-28,AGT_010
PROP_0641,Mumbai,Villa,5,3092,28144932,Furnished,New Property,Under Construction,2023-12-20,AGT_002
PROP_0642,Lucknow,Villa,5,3357,14092851,Semi-Furnished,New Property,Ready to Move,2023-07-09,AGT_017
PROP_0643,Mumbai,Penthouse,3,4119,34491324,Furnished,Resale,Ready to Move,2023-04-23,AGT_001
PROP_0644,Hyderabad,Penthouse,4,4895,41087443,Semi-Furnished,Resale,Ready to Move,2024-02-02,AGT_003
PROP_0645,Delhi,Villa,3,2395,21281226,Semi-Furnished,New Property,Ready to Move,2023-10-06,AGT_009
PROP_0646,Noida,Independent House,4,3409,29190725,Unfurnished,Resale,Ready to Move,2023-08-16,AGT_017
PROP_0647,Mumbai,Apartment,4,2924,26103183,Unfurnished,Resale,Ready to Move,2023-05-21,AGT_010
PROP_0648,Delhi,Villa,3,2680,23449567,Unfurnished,New Property,Ready to Move,2023-08-27,AGT_025
PROP_0649,Mumbai,Villa,1,3439,28991062,Semi-Furnished,Resale,Under Construction,2024-01-14,AGT_021
PROP_0650,Jaipur,Villa,4,2481,10557789,Unfurnished,New Property,Under Construction,2023-11-18,AGT_006
PROP_0651,Gurgaon,Penthouse,4,2268,20829459,Semi-Furnished,New Property,Under Construction,2023-08-11,AGT_006
PROP_0652,Delhi,Penthouse,2,2341,20307811,Semi-Furnished,Resale,Ready to Move,2024-01-15,AGT_005
PROP_0653,Delhi,Penthouse,1,4473,36915621,Semi-Furnished,New Property,Under Construction,2023-08-19,AGT_024
PROP_0654,Noida,Villa,4,1493,14851214,Furnished,Resale,Under Construction,2024-02-09,AGT_013
PROP_0655,Lucknow,Independent House,5,4298,17697228,Furnished,Resale,Ready to Move,2023-05-06,AGT_015
PROP_0656,Hyderabad,Independent House,4,1636,15757600,Furnished,New Property,Under Construction,2023-10-28,AGT_018
PROP_0657,Delhi,Independent House,3,857,8402396,Semi-Furnished,New Property,Ready to Move,2023-01-11,AGT_021
PROP_0658,Chandigarh,Villa,3,2727,10936073,Unfurnished,New Property,Ready to Move,2024-01-09,AGT_016
PROP_0659,Jaipur,Penthouse,5,4757,20061670,Semi-Furnished,New Property,Under Construction,2023-04-04,AGT_004
PROP_0660,Delhi,Apartment,3,3010,25438491,Semi-Furnished,Resale,Ready to Move,2023-05-18,AGT_016
PROP_0661,Hyderabad,Independent House,5,4225,37166046,Semi-Furnished,New Property,Under Construction,2023-07-22,AGT_021
PROP_0662,Delhi,Apartment,2,1345,12497337,Furnished,New Property,Ready to Move,2023-01-15,AGT_003
PROP_0663,Delhi,Independent House,5,4739,40740391,Furnished,New Property,Ready to Move,2023-12-04,AGT_019
PROP_0664,Mumbai,Apartment,1,3573,29414580,Furnished,New Property,Ready to Move,2023-02-02,AGT_011
PROP_0665,Gurgaon,Apartment,5,3032,27459661,Unfurnished,Resale,Under Construction,2024-02-24,AGT_007
PROP_0666,Hyderabad,Independent House,1,2414,20440889,Furnished,Resale,Under Construction,2023-06-10,AGT_020
PROP_0667,Delhi,Independent House,2,817,7694489,Furnished,Resale,Under Construction,2023-06-13,AGT_001
PROP_0668,Mumbai,Apartment,4,718,8453134,Furnished,New Property,Under Construction,2023-06-12,AGT_016
PROP_0669,Lucknow,Independent House,1,4398,15728081,Unfurnished,Resale,Under Construction,2023-04-20,AGT_006
PROP_0670,Chandigarh,Villa,2,3810,14984134,Semi-Furnished,New Property,Ready to Move,2023-12-25,AGT_009
PROP_0671,Chandigarh,Apartment,4,1177,5963747,Furnished,Resale,Under Construction,2023-01-28,AGT_013
PROP_0672,Bangalore,Villa,2,609,6453100,Furnished,New Property,Under Construction,2023-12-31,AGT_014
PROP_0673,Bangalore,Apartment,1,1068,9913355,Furnished,Resale,Ready to Move,2023-03-11,AGT_003
PROP_0674,Gurgaon,Penthouse,1,1351,11998219,Furnished,New Property,Under Construction,2023-02-26,AGT_025
PROP_0675,Mumbai,Apartment,4,2717,23926409,Unfurnished,New Property,Ready to Move,2023-12-05,AGT_016
PROP_0676,Noida,Independent House,5,1270,13194663,Semi-Furnished,New Property,Under Construction,2024-01-02,AGT_017
PROP_0677,Gurgaon,Apartment,4,3655,31083899,Furnished,New Property,Under Construction,2023-06-07,AGT_013
PROP_0678,Gurgaon,Independent House,4,3986,33967320,Semi-Furnished,Resale,Ready to Move,2023-10-16,AGT_012
PROP_0679,Jaipur,Penthouse,4,2696,11937620,Unfurnished,New Property,Under Construction,2024-02-09,AGT_009
PROP_0680,Delhi,Apartment,2,1787,15724440,Furnished,New Property,Ready to Move,2023-04-12,AGT_008
PROP_0681,Gurgaon,Apartment,1,582,5879953,Semi-Furnished,Resale,Under Construction,2023-01-19,AGT_005
PROP_0682,Mumbai,Penthouse,3,4687,39310944,Furnished,Resale,Under Construction,2023-06-05,AGT_022
PROP_0683,Mumbai,Villa,4,2433,21821766,Unfurnished,New Property,Ready to Move,2023-03-09,AGT_025
PROP_0684,Chandigarh,Independent House,2,1853,8092951,Semi-Furnished,New Property,Under Construction,2023-10-09,AGT_012
PROP_0685,Delhi,Independent House,1,405,3805515,Semi-Furnished,Resale,Under Construction,2024-02-23,AGT_008
PROP_0686,Jaipur,Villa,2,3083,12185674,Unfurnished,Resale,Under Construction,2023-07-27,AGT_009
PROP_0687,Bangalore,Apartment,4,4011,34285127,Semi-Furnished,New Property,Under Construction,2024-02-07,AGT_023
PROP_0688,Chandigarh,Apartment,3,3600,14546359,Unfurnished,Resale,Ready to Move,2023-02-22,AGT_018
PROP_0689,Lucknow,Apartment,4,3848,16305074,Unfurnished,Resale,Ready to Move,2023-11-20,AGT_001
PROP_0690,Hyderabad,Apartment,4,2449,21677459,Semi-Furnished,New Property,Under Construction,2023-11-24,AGT_009
PROP_0691,Noida,Apartment,3,3682,31624113,Semi-Furnished,Resale,Ready to Move,2023-05-26,AGT_020
PROP_0692,Bangalore,Villa,4,1629,14852358,Furnished,Resale,Under Construction,2023-01-01,AGT_004
PROP_0693,Delhi,Independent House,1,2572,21632595,Furnished,Resale,Ready to Move,2023-10-14,AGT_016
PROP_0694,Gurgaon,Apartment,3,3787,32501380,Furnished,New Property,Ready to Move,2023-08-22,AGT_021
PROP_0695,Jaipur,Independent House,2,4535,17521565,Unfurnished,New Property,Ready to Move,2023-12-09,AGT_020
PROP_0696,Bangalore,Penthouse,1,494,4497852,Semi-Furnished,Resale,Under Construction,2023-04-25,AGT_004
PROP_0697,Bangalore,Villa,2,3976,32937204,Semi-Furnished,New Property,Ready to Move,2023-01-23,AGT_012
PROP_0698,Bangalore,Villa,3,2452,21746739,Semi-Furnished,Resale,Under Construction,2023-02-10,AGT_024
PROP_0699,Mumbai,Independent House,5,4898,41917273,Furnished,Resale,Ready to Move,2023-04-21,AGT_025
PROP_0700,Gurgaon,Penthouse,2,4916,40628000,Furnished,Resale,Under Construction,2023-10-10,AGT_008
PROP_0701,Gurgaon,Independent House,1,4371,35942134,Semi-Furnished,New Property,Ready to Move,2023-04-20,AGT_011
PROP_0702,Ambala,Penthouse,5,3326,14910426,Unfurnished,Resale,Ready to Move,2024-01-28,AGT_021
PROP_0703,Mumbai,Penthouse,2,3232,27028203,Furnished,Resale,Under Construction,2023-12-12,AGT_012
PROP_0704,Delhi,Penthouse,1,2457,20339756,Semi-Furnished,Resale,Under Construction,2023-05-24,AGT_015
PROP_0705,Mumbai,Independent House,2,950,9090438,Unfurnished,Resale,Ready to Move,2023-07-08,AGT_021
PROP_0706,Jaipur,Independent House,5,3433,14659135,Furnished,Resale,Ready to Move,2023-12-11,AGT_017
PROP_0707,Ambala,Penthouse,1,1314,5478206,Furnished,Resale,Ready to Move,2024-02-18,AGT_005
PROP_0708,Mumbai,Penthouse,1,510,5005783,Unfurnished,Resale,Ready to Move,2023-06-03,AGT_003
PROP_0709,Bangalore,Independent House,4,4894,41919194,Furnished,Resale,Under Construction,2023-03-05,AGT_004
PROP_0710,Noida,Penthouse,4,1513,14370085,Unfurnished,New Property,Ready to Move,2024-02-08,AGT_012
PROP_0711,Chandigarh,Penthouse,2,1644,7569890,Semi-Furnished,New Property,Ready to Move,2023-12-27,AGT_020
PROP_0712,Hyderabad,Penthouse,5,2753,24903878,Furnished,Resale,Under Construction,2024-02-14,AGT_008
PROP_0713,Mumbai,Villa,3,3145,27198075,Semi-Furnished,Resale,Under Construction,2023-11-26,AGT_010
PROP_0714,Noida,Apartment,5,3106,27258417,Semi-Furnished,Resale,Under Construction,2024-02-01,AGT_012
PROP_0715,Ambala,Apartment,1,704,3905553,Furnished,Resale,Under Construction,2023-05-16,AGT_001
PROP_0716,Lucknow,Apartment,3,1642,7115398,Unfurnished,New Property,Ready to Move,2023-11-10,AGT_008
PROP_0717,Ambala,Villa,3,3423,14215888,Semi-Furnished,New Property,Ready to Move,2023-08-02,AGT_002
PROP_0718,Lucknow,Villa,3,2586,10421892,Furnished,New Property,Ready to Move,2023-07-19,AGT_022
PROP_0719,Ambala,Penthouse,3,2858,12329956,Semi-Furnished,New Property,Under Construction,2024-01-19,AGT_010
PROP_0720,Mumbai,Villa,2,1328,12549407,Unfurnished,Resale,Under Construction,2023-11-15,AGT_017
PROP_0721,Bangalore,Villa,3,2353,20325857,Semi-Furnished,New Property,Under Construction,2024-01-18,AGT_009
PROP_0722,Delhi,Villa,4,4993,42273294,Unfurnished,Resale,Under Construction,2024-01-13,AGT_024
PROP_0723,Gurgaon,Penthouse,5,2522,22847016,Unfurnished,Resale,Ready to Move,2023-12-07,AGT_025
PROP_0724,Noida,Independent House,1,1377,12210095,Semi-Furnished,Resale,Under Construction,2023-04-09,AGT_022
PROP_0725,Bangalore,Penthouse,1,4195,33980740,Semi-Furnished,New Property,Under Construction,2024-01-29,AGT_014
PROP_0726,Hyderabad,Villa,1,2510,20499973,Furnished,New Property,Ready to Move,2023-02-13,AGT_012
PROP_0727,Jaipur,Villa,5,4071,17683775,Semi-Furnished,New Property,Ready to Move,2023-12-04,AGT_010
PROP_0728,Ambala,Villa,3,946,5219900,Unfurnished,Resale,Ready to Move,2024-01-08,AGT_016
PROP_0729,Mumbai,Apartment,1,1169,9876649,Unfurnished,New Property,Ready to Move,2023-02-01,AGT_005
PROP_0730,Delhi,Villa,1,2933,24435901,Unfurnished,Resale,Ready to Move,2023-07-03,AGT_005
PROP_0731,Bangalore,Penthouse,4,2781,24901971,Unfurnished,New Property,Under Construction,2023-10-06,AGT_013
PROP_0732,Mumbai,Independent House,3,4891,40565579,Semi-Furnished,Resale,Ready to Move,2023-10-24,AGT_003
PROP_0733,Lucknow,Villa,2,2538,10567685,Semi-Furnished,New Property,Under Construction,2023-03-30,AGT_009
PROP_0734,Ambala,Penthouse,1,1473,6131090,Unfurnished,Resale,Ready to Move,2023-11-10,AGT_005
PROP_0735,Gurgaon,Penthouse,5,1217,12843420,Semi-Furnished,New Property,Under Construction,2023-08-29,AGT_013
PROP_0736,Gurgaon,Villa,5,619,7303512,Furnished,New Property,Ready to Move,2023-06-12,AGT_003
PROP_0737,Mumbai,Apartment,2,2178,19336970,Furnished,New Property,Ready to Move,2023-10-04,AGT_012
PROP_0738,Lucknow,Villa,3,3958,15692543,Furnished,Resale,Ready to Move,2023-04-30,AGT_003
PROP_0739,Gurgaon,Independent House,3,3375,29286946,Unfurnished,New Property,Under Construction,2023-08-31,AGT_014
PROP_0740,Mumbai,Penthouse,3,3618,30924626,Unfurnished,New Property,Under Construction,2023-04-02,AGT_018
PROP_0741,Mumbai,Apartment,2,2211,18952777,Furnished,Resale,Under Construction,2023-10-20,AGT_021
PROP_0742,Noida,Penthouse,2,4688,38558426,Furnished,New Property,Under Construction,2023-09-06,AGT_004
PROP_0743,Ambala,Villa,2,691,3647764,Semi-Furnished,Resale,Ready to Move,2024-01-23,AGT_024
PROP_0744,Lucknow,Apartment,2,1299,6540725,Unfurnished,Resale,Ready to Move,2023-11-20,AGT_023
PROP_0745,Hyderabad,Villa,3,3087,27190643,Semi-Furnished,Resale,Ready to Move,2023-05-28,AGT_016
PROP_0746,Chandigarh,Penthouse,5,1051,6287361,Semi-Furnished,New Property,Under Construction,2023-02-27,AGT_006
PROP_0747,Chandigarh,Penthouse,2,4396,17043365,Unfurnished,Resale,Under Construction,2023-04-01,AGT_003
PROP_0748,Bangalore,Penthouse,5,1250,13025661,Furnished,New Property,Under Construction,2023-12-02,AGT_009
PROP_0749,Noida,Independent House,3,1632,14803105,Semi-Furnished,Resale,Under Construction,2023-11-20,AGT_004
PROP_0750,Chandigarh,Penthouse,2,1983,8121731,Unfurnished,Resale,Under Construction,2024-01-15,AGT_021
PROP_0751,Mumbai,Independent House,4,1927,18231519,Semi-Furnished,New Property,Ready to Move,2024-02-22,AGT_011
PROP_0752,Mumbai,Penthouse,1,937,8538676,Semi-Furnished,Resale,Under Construction,2023-08-27,AGT_016
PROP_0753,Gurgaon,Villa,5,1293,13190160,Furnished,New Property,Ready to Move,2023-12-13,AGT_016
PROP_0754,Gurgaon,Penthouse,4,4353,37497165,Furnished,New Property,Under Construction,2023-03-04,AGT_016
PROP_0755,Ambala,Villa,1,2716,10947730,Semi-Furnished,New Property,Ready to Move,2023-07-04,AGT_003
PROP_0756,Hyderabad,Villa,1,1511,13468473,Furnished,New Property,Under Construction,2023-04-01,AGT_007
PROP_0757,Delhi,Independent House,1,4722,38771439,Furnished,New Property,Under Construction,2024-02-20,AGT_004
PROP_0758,Noida,Apartment,1,1038,9367734,Furnished,New Property,Under Construction,2023-05-30,AGT_018
PROP_0759,Bangalore,Independent House,5,2892,25652869,Semi-Furnished,New Property,Ready to Move,2023-03-04,AGT_015
PROP_0760,Gurgaon,Penthouse,4,4468,38415147,Semi-Furnished,Resale,Ready to Move,2023-02-03,AGT_006
PROP_0761,Mumbai,Independent House,1,1403,12174838,Furnished,Resale,Under Construction,2023-09-23,AGT_019
PROP_0762,Noida,Apartment,3,4815,40003961,Semi-Furnished,New Property,Ready to Move,2024-02-17,AGT_002
PROP_0763,Jaipur,Penthouse,4,4044,16093180,Unfurnished,New Property,Under Construction,2024-02-15,AGT_004
PROP_0764,Delhi,Apartment,5,3380,30270834,Unfurnished,Resale,Ready to Move,2023-12-29,AGT_007
PROP_0765,Noida,Penthouse,2,1284,12130232,Furnished,Resale,Under Construction,2023-12-27,AGT_011
PROP_0766,Chandigarh,Villa,2,4798,17756541,Unfurnished,Resale,Under Construction,2023-08-24,AGT_025
PROP_0767,Mumbai,Independent House,4,2469,22612082,Unfurnished,Resale,Under Construction,2023-06-23,AGT_020
PROP_0768,Gurgaon,Villa,3,931,8981535,Unfurnished,Resale,Ready to Move,2024-01-29,AGT_017
PROP_0769,Jaipur,Apartment,3,3740,14774868,Unfurnished,New Property,Ready to Move,2023-09-29,AGT_003
PROP_0770,Noida,Apartment,4,1055,11356959,Furnished,New Property,Under Construction,2023-11-06,AGT_002
PROP_0771,Gurgaon,Villa,3,2661,23255802,Furnished,Resale,Under Construction,2023-05-02,AGT_002
PROP_0772,Jaipur,Villa,5,3059,13486902,Semi-Furnished,New Property,Ready to Move,2023-08-10,AGT_013
PROP_0773,Ambala,Independent House,4,1448,7657488,Unfurnished,Resale,Under Construction,2023-04-30,AGT_021
PROP_0774,Ambala,Villa,2,4096,16172050,Furnished,New Property,Under Construction,2023-11-18,AGT_018
PROP_0775,Delhi,Villa,1,4218,35021487,Semi-Furnished,New Property,Ready to Move,2023-07-05,AGT_020
PROP_0776,Lucknow,Independent House,3,1696,7492439,Semi-Furnished,Resale,Ready to Move,2023-09-28,AGT_009
PROP_0777,Noida,Villa,2,1847,15650518,Semi-Furnished,New Property,Under Construction,2023-04-23,AGT_003
PROP_0778,Lucknow,Apartment,3,3925,15571924,Furnished,New Property,Under Construction,2023-11-29,AGT_023
PROP_0779,Lucknow,Apartment,5,2818,12469476,Semi-Furnished,Resale,Ready to Move,2023-12-29,AGT_002
PROP_0780,Bangalore,Penthouse,2,4369,35845900,Furnished,Resale,Under Construction,2023-11-11,AGT_008
PROP_0781,Jaipur,Penthouse,4,4512,18217710,Semi-Furnished,Resale,Under Construction,2023-01-14,AGT_004
PROP_0782,Hyderabad,Villa,3,4550,38571197,Semi-Furnished,New Property,Ready to Move,2023-07-11,AGT_010
PROP_0783,Gurgaon,Villa,1,1349,11420922,Unfurnished,Resale,Under Construction,2023-12-31,AGT_023
PROP_0784,Bangalore,Penthouse,3,4761,40126922,Furnished,Resale,Ready to Move,2023-04-21,AGT_025
